open_time,close_time,open,high,low,close,volume,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,price_change_pct
2018-03-01 00:00:00.000000,2018-03-01 09:00:00.000000,11865000.00000000,12250000.00000000,11603000.00000000,12214000.00000000,1519948802102,248835909818.77716000,20882.28518046,11860000.00000000,354000.00000000,0.02984823
2018-03-02 00:00:00.000000,2018-03-02 09:00:00.000000,12214000.00000000,12581000.00000000,12123000.00000000,12465000.00000000,1520035202367,295637064034.31880000,23945.11755659,12214000.00000000,251000.00000000,0.02055019
2018-03-03 00:00:00.000000,2018-03-03 09:00:00.000000,12465000.00000000,12831000.00000000,12347000.00000000,12831000.00000000,1520121603164,228965630025.49286000,18163.17519084,12465000.00000000,366000.00000000,0.02936221
2018-03-04 00:00:00.000000,2018-03-04 09:00:00.000000,12831000.00000000,12840000.00000000,12255000.00000000,12592000.00000000,1520208002519,201340229993.18277000,16125.74325513,12831000.00000000,-239000.00000000,-0.01862676
2018-03-05 00:00:00.000000,2018-03-05 09:00:00.000000,12592000.00000000,12899000.00000000,12451000.00000000,12746000.00000000,1520294402879,175702590360.74634000,13919.50036247,12592000.00000000,154000.00000000,0.01222999
2018-03-06 00:00:00.000000,2018-03-06 09:00:00.000000,12745000.00000000,12746000.00000000,11900000.00000000,12023000.00000000,1520380803191,185315323122.34424000,15007.19978396,12746000.00000000,-723000.00000000,-0.05672368
2018-03-07 00:00:00.000000,2018-03-07 09:00:00.000000,12023000.00000000,12221000.00000000,10900000.00000000,11200000.00000000,1520467202038,337512805826.04443000,29131.72046073,12023000.00000000,-823000.00000000,-0.06845213
2018-03-08 00:00:00.000000,2018-03-08 09:00:00.000000,11200000.00000000,11347000.00000000,10473000.00000000,10517000.00000000,1520553603175,232885684468.13763000,21348.23284178,11200000.00000000,-683000.00000000,-0.06098214
2018-03-09 00:00:00.000000,2018-03-09 09:00:00.000000,10519000.00000000,10644000.00000000,9306000.00000000,10418000.00000000,1520640003243,359087978449.79450000,36119.23291786,10517000.00000000,-99000.00000000,-0.00941333
2018-03-10 00:00:00.000000,2018-03-10 09:00:00.000000,10418000.00000000,10537000.00000000,9802000.00000000,9863000.00000000,1520726402650,173993980170.12576000,16901.37796780,10418000.00000000,-555000.00000000,-0.05327318
2018-03-11 00:00:00.000000,2018-03-11 09:00:00.000000,9863000.00000000,10636000.00000000,9552000.00000000,10520000.00000000,1520812803112,222910153569.97626000,22131.28254155,9863000.00000000,657000.00000000,0.06661259
2018-03-12 00:00:00.000000,2018-03-12 09:00:00.000000,10519000.00000000,10879000.00000000,9895000.00000000,10213000.00000000,1520899203134,243013316061.00055000,23224.57971188,10520000.00000000,-307000.00000000,-0.02918251
2018-03-13 00:00:00.000000,2018-03-13 09:00:00.000000,10213000.00000000,10355000.00000000,9900000.00000000,10168000.00000000,1520985603228,163563552693.13174000,16134.01453460,10213000.00000000,-45000.00000000,-0.00440615
2018-03-14 00:00:00.000000,2018-03-14 09:00:00.000000,10167000.00000000,10265000.00000000,9000000.00000000,9153000.00000000,1521072000537,188527487356.70460000,19491.85046288,10168000.00000000,-1015000.00000000,-0.09982297
2018-03-15 00:00:00.000000,2018-03-15 09:00:00.000000,9141000.00000000,9300000.00000000,8438000.00000000,9115000.00000000,1521158398414,249635075454.09210000,28078.89544603,9153000.00000000,-38000.00000000,-0.00415164
2018-03-16 00:00:00.000000,2018-03-16 09:00:00.000000,9115000.00000000,9310000.00000000,8763000.00000000,9095000.00000000,1521244804532,132742166404.73773000,14610.88215893,9115000.00000000,-20000.00000000,-0.00219419
2018-03-17 00:00:00.000000,2018-03-17 09:00:00.000000,9095000.00000000,9150000.00000000,8521000.00000000,8667000.00000000,1521331203641,85560272227.02300000,9640.05582315,9095000.00000000,-428000.00000000,-0.04705882
2018-03-19 00:00:00.000000,2018-03-19 09:00:00.000000,9018000.00000000,9755000.00000000,8870000.00000000,9718000.00000000,1521504003732,245419472243.30940000,26470.16482589,9018000.00000000,700000.00000000,0.07762253
2018-03-20 00:00:00.000000,2018-03-20 09:00:00.000000,9718000.00000000,9996000.00000000,9160000.00000000,9829000.00000000,1521590403360,196491719564.26718000,20520.44702784,9718000.00000000,111000.00000000,0.01142210
2018-03-21 00:00:00.000000,2018-03-21 09:00:00.000000,9826000.00000000,10165000.00000000,9738000.00000000,9919000.00000000,1521676803858,165715121214.27365000,16611.83303474,9829000.00000000,90000.00000000,0.00915658
2018-03-22 00:00:00.000000,2018-03-22 09:00:00.000000,9919000.00000000,10050000.00000000,9505000.00000000,9783000.00000000,1521763203582,127016149438.50511000,12988.83698289,9919000.00000000,-136000.00000000,-0.01371106
2018-03-23 00:00:00.000000,2018-03-23 09:00:00.000000,9779000.00000000,9850000.00000000,9253000.00000000,9847000.00000000,1521849603529,142667325470.46442000,15006.67818287,9783000.00000000,64000.00000000,0.00654196
2018-03-24 00:00:00.000000,2018-03-24 09:00:00.000000,9847000.00000000,10000000.00000000,9550000.00000000,9580000.00000000,1521936002531,165029218994.35327000,16804.40574510,9847000.00000000,-267000.00000000,-0.02711486
2018-03-25 00:00:00.000000,2018-03-25 09:00:00.000000,9580000.00000000,9649000.00000000,9408000.00000000,9477000.00000000,1522022401505,105095192622.35017000,11031.07579798,9580000.00000000,-103000.00000000,-0.01075157
2018-03-26 00:00:00.000000,2018-03-26 09:00:00.000000,9480000.00000000,9570000.00000000,8801000.00000000,9052000.00000000,1522108801885,127581011940.66682000,13942.96366853,9477000.00000000,-425000.00000000,-0.04484542
2018-03-27 00:00:00.000000,2018-03-27 09:00:00.000000,9054000.00000000,9141000.00000000,8520000.00000000,8651000.00000000,1522195202845,125080254901.64694000,14209.63715070,9052000.00000000,-401000.00000000,-0.04429960
2018-03-28 00:00:00.000000,2018-03-28 09:00:00.000000,8651000.00000000,8886000.00000000,8560000.00000000,8730000.00000000,1522281604169,86802477741.02734000,9953.72999980,8651000.00000000,79000.00000000,0.00913189
2018-03-29 00:00:00.000000,2018-03-29 09:00:00.000000,8730000.00000000,8766000.00000000,7780000.00000000,7915000.00000000,1522368003136,151238051477.14026000,18276.83128802,8730000.00000000,-815000.00000000,-0.09335624
2018-03-30 00:00:00.000000,2018-03-30 09:00:00.000000,7911000.00000000,8090000.00000000,7431000.00000000,7602000.00000000,1522454403865,164045187614.09030000,21297.75214749,7915000.00000000,-313000.00000000,-0.03954517
2018-03-31 00:00:00.000000,2018-03-31 09:00:00.000000,7602000.00000000,7934000.00000000,7540000.00000000,7697000.00000000,1522540804153,100867346789.22931000,13024.44541947,7602000.00000000,95000.00000000,0.01249671
2018-04-01 00:00:00.000000,2018-04-01 09:00:00.000000,7688000.00000000,7774000.00000000,7087000.00000000,7482000.00000000,1522627204113,122342431083.24059000,16446.53644957,7697000.00000000,-215000.00000000,-0.02793296
2018-04-02 00:00:00.000000,2018-04-02 09:00:00.000000,7486000.00000000,7851000.00000000,7390000.00000000,7710000.00000000,1522713602549,120687120257.72769000,15765.52176574,7482000.00000000,228000.00000000,0.03047314
2018-04-03 00:00:00.000000,2018-04-03 09:00:00.000000,7713000.00000000,8175000.00000000,7643000.00000000,8092000.00000000,1522800003226,167328191097.50308000,21006.76635312,7710000.00000000,382000.00000000,0.04954604
2018-04-04 00:00:00.000000,2018-04-04 09:00:00.000000,8091000.00000000,8120000.00000000,7403000.00000000,7492000.00000000,1522886404185,131238696808.84602000,16809.36722484,8092000.00000000,-600000.00000000,-0.07414731
2018-04-05 00:00:00.000000,2018-04-05 09:00:00.000000,7492000.00000000,7834000.00000000,7188000.00000000,7408000.00000000,1522972804139,242670189046.28610000,32381.00201758,7492000.00000000,-84000.00000000,-0.01121196
2018-04-06 00:00:00.000000,2018-04-06 09:00:00.000000,7408000.00000000,7488000.00000000,7125000.00000000,7280000.00000000,1523059202461,68879512444.37962000,9428.54399951,7408000.00000000,-128000.00000000,-0.01727862
2018-04-07 00:00:00.000000,2018-04-07 09:00:00.000000,7277000.00000000,7673000.00000000,7232000.00000000,7533000.00000000,1523145601845,91234343725.51886000,12182.38138020,7280000.00000000,253000.00000000,0.03475275
2018-04-08 00:00:00.000000,2018-04-08 09:00:00.000000,7533000.00000000,7657000.00000000,7480000.00000000,7622000.00000000,1523232003148,88577530197.90446000,11679.05867346,7533000.00000000,89000.00000000,0.01181468
2018-04-09 00:00:00.000000,2018-04-09 09:00:00.000000,7621000.00000000,7752000.00000000,7290000.00000000,7450000.00000000,1523318404631,126574227027.07414000,16765.03922053,7622000.00000000,-172000.00000000,-0.02256626
2018-04-10 00:00:00.000000,2018-04-10 09:00:00.000000,7449000.00000000,7468000.00000000,7263000.00000000,7428000.00000000,1523404803114,90344438501.36398000,12263.52284750,7450000.00000000,-22000.00000000,-0.00295302
2018-04-11 00:00:00.000000,2018-04-11 09:00:00.000000,7428000.00000000,7483000.00000000,7351000.00000000,7429000.00000000,1523491204318,96697377105.59875000,13067.55564243,7428000.00000000,1000.00000000,0.00013463
2018-04-12 00:00:00.000000,2018-04-12 09:00:00.000000,7432000.00000000,8280000.00000000,7200000.00000000,8121000.00000000,1523577604223,316269494560.45420000,40389.83330536,7429000.00000000,692000.00000000,0.09314847
2018-04-13 00:00:00.000000,2018-04-13 09:00:00.000000,8125000.00000000,8625000.00000000,7925000.00000000,8375000.00000000,1523664004449,247054211917.69547000,29730.02055218,8121000.00000000,254000.00000000,0.03127694
2018-04-14 00:00:00.000000,2018-04-14 09:00:00.000000,8375000.00000000,8575000.00000000,8120000.00000000,8350000.00000000,1523750404190,156797203424.59860000,18691.42301782,8375000.00000000,-25000.00000000,-0.00298507
2018-04-15 00:00:00.000000,2018-04-15 09:00:00.000000,8349000.00000000,8710000.00000000,8250000.00000000,8663000.00000000,1523836802988,131664347777.28394000,15472.99524881,8350000.00000000,313000.00000000,0.03748503
2018-04-16 00:00:00.000000,2018-04-16 09:00:00.000000,8665000.00000000,8840000.00000000,8449000.00000000,8663000.00000000,1523923204766,148012520660.67407000,17194.39323556,8663000.00000000,0.00000000,0.00000000
2018-04-17 00:00:00.000000,2018-04-17 09:00:00.000000,8663000.00000000,8704000.00000000,8360000.00000000,8450000.00000000,1524009604922,211660883356.34955000,24694.92021697,8663000.00000000,-213000.00000000,-0.02458733
2018-04-18 00:00:00.000000,2018-04-18 09:00:00.000000,8450000.00000000,8679000.00000000,8445000.00000000,8652000.00000000,1524096005221,177084737091.46255000,20637.87689360,8450000.00000000,202000.00000000,0.02390533
2018-04-19 00:00:00.000000,2018-04-19 09:00:00.000000,8652000.00000000,8999000.00000000,8601000.00000000,8994000.00000000,1524182405060,253644393790.00677000,28767.85905612,8652000.00000000,342000.00000000,0.03952843
2018-04-20 00:00:00.000000,2018-04-20 09:00:00.000000,8994000.00000000,9666000.00000000,8710000.00000000,9552000.00000000,1524268804742,232623032866.62310000,25528.47959504,8994000.00000000,558000.00000000,0.06204136
2018-04-21 00:00:00.000000,2018-04-21 09:00:00.000000,9552000.00000000,9845000.00000000,9285000.00000000,9735000.00000000,1524355205371,177162045379.61438000,18553.75599688,9552000.00000000,183000.00000000,0.01915829
2018-04-22 00:00:00.000000,2018-04-22 09:00:00.000000,9735000.00000000,9757000.00000000,9500000.00000000,9602000.00000000,1524441605310,121047685659.18740000,12583.32708627,9735000.00000000,-133000.00000000,-0.01366204
2018-04-23 00:00:00.000000,2018-04-23 09:00:00.000000,9602000.00000000,9771000.00000000,9530000.00000000,9760000.00000000,1524528004979,124792552711.50038000,12885.92089887,9602000.00000000,158000.00000000,0.01645491
2018-04-24 00:00:00.000000,2018-04-24 09:00:00.000000,9758000.00000000,10670000.00000000,9730000.00000000,10505000.00000000,1524614405450,235821532415.81827000,23344.48403280,9760000.00000000,745000.00000000,0.07633197
2018-04-25 00:00:00.000000,2018-04-25 09:00:00.000000,10505000.00000000,10755000.00000000,9723000.00000000,9829000.00000000,1524700805614,262214242080.33646000,25689.72597052,10505000.00000000,-676000.00000000,-0.06435031
2018-04-26 00:00:00.000000,2018-04-26 09:00:00.000000,9829000.00000000,10508000.00000000,9510000.00000000,10130000.00000000,1524787205255,218685659196.67456000,22295.30584657,9829000.00000000,301000.00000000,0.03062366
2018-04-27 00:00:00.000000,2018-04-27 09:00:00.000000,10130000.00000000,10200000.00000000,9778000.00000000,9819000.00000000,1524873605421,176388411503.23834000,17528.43197899,10130000.00000000,-311000.00000000,-0.03070089
2018-04-28 00:00:00.000000,2018-04-28 09:00:00.000000,9821000.00000000,10118000.00000000,9750000.00000000,10043000.00000000,1524960005292,121743481137.66089000,12164.64763884,9819000.00000000,224000.00000000,0.02281291
2018-04-29 00:00:00.000000,2018-04-29 09:00:00.000000,10043000.00000000,10256000.00000000,9894000.00000000,10187000.00000000,1525046403000,150206350508.26474000,14834.01522815,10043000.00000000,144000.00000000,0.01433835
2018-04-30 00:00:00.000000,2018-04-30 09:00:00.000000,10187000.00000000,10292000.00000000,9934000.00000000,10138000.00000000,1525132804146,150445687889.79968000,14851.10015753,10187000.00000000,-49000.00000000,-0.00481005
2018-05-01 00:00:00.000000,2018-05-01 09:00:00.000000,10135000.00000000,10144000.00000000,9740000.00000000,9896000.00000000,1525219198776,152795886765.37103000,15399.91370228,10138000.00000000,-242000.00000000,-0.02387059
2018-05-02 00:00:00.000000,2018-05-02 09:00:00.000000,9896000.00000000,10078000.00000000,9811000.00000000,10032000.00000000,1525305605739,117882417036.41240000,11828.98111498,9896000.00000000,136000.00000000,0.01374293
2018-05-03 00:00:00.000000,2018-05-03 09:00:00.000000,10032000.00000000,10785000.00000000,10010000.00000000,10683000.00000000,1525392004403,208675848181.56223000,20391.11856627,10032000.00000000,651000.00000000,0.06489234
2018-05-04 00:00:00.000000,2018-05-04 09:00:00.000000,10670000.00000000,10901000.00000000,10500000.00000000,10645000.00000000,1525478404448,133814513969.93172000,12582.44048262,10683000.00000000,-38000.00000000,-0.00355705
2018-05-05 00:00:00.000000,2018-05-05 09:00:00.000000,10645000.00000000,10907000.00000000,10621000.00000000,10820000.00000000,1525564804485,103069640740.38638000,9581.87522246,10645000.00000000,175000.00000000,0.01643964
2018-05-06 00:00:00.000000,2018-05-06 09:00:00.000000,10820000.00000000,10963000.00000000,10500000.00000000,10684000.00000000,1525651205843,94436279577.79558000,8806.00591903,10820000.00000000,-136000.00000000,-0.01256932
2018-05-07 00:00:00.000000,2018-05-07 09:00:00.000000,10684000.00000000,10721000.00000000,10264000.00000000,10422000.00000000,1525737604866,84745378279.00043000,8143.48490464,10684000.00000000,-262000.00000000,-0.02452265
2018-05-08 00:00:00.000000,2018-05-08 09:00:00.000000,10439000.00000000,10499000.00000000,10130000.00000000,10233000.00000000,1525824006169,78939835695.70612000,7651.23404175,10422000.00000000,-189000.00000000,-0.01813472
2018-05-09 00:00:00.000000,2018-05-09 09:00:00.000000,10230000.00000000,10433000.00000000,9917000.00000000,10405000.00000000,1525910406426,101378937934.76323000,9955.39479461,10233000.00000000,172000.00000000,0.01680837
2018-05-10 00:00:00.000000,2018-05-10 09:00:00.000000,10405000.00000000,10474000.00000000,9895000.00000000,9976000.00000000,1525996806325,93275451569.68932000,9077.78269458,10405000.00000000,-429000.00000000,-0.04123018
2018-05-11 00:00:00.000000,2018-05-11 09:00:00.000000,9976000.00000000,9985000.00000000,8788000.00000000,9256000.00000000,1526083205908,199207644320.68726000,20997.66993227,9976000.00000000,-720000.00000000,-0.07217322
2018-05-12 00:00:00.000000,2018-05-12 09:00:00.000000,9257000.00000000,9644000.00000000,9014000.00000000,9481000.00000000,1526169606411,102591046951.76130000,10980.18990988,9256000.00000000,225000.00000000,0.02430856
2018-05-13 00:00:00.000000,2018-05-13 09:00:00.000000,9480000.00000000,9851000.00000000,9360000.00000000,9803000.00000000,1526256004669,81838304671.07578000,8513.44899868,9481000.00000000,322000.00000000,0.03396266
2018-05-14 00:00:00.000000,2018-05-14 09:00:00.000000,9804000.00000000,9935000.00000000,9400000.00000000,9797000.00000000,1526342406131,124034606903.58357000,12813.13382791,9803000.00000000,-6000.00000000,-0.00061206
2018-05-15 00:00:00.000000,2018-05-15 09:00:00.000000,9802000.00000000,9879000.00000000,9458000.00000000,9500000.00000000,1526428806285,80714050266.32450000,8325.82703617,9797000.00000000,-297000.00000000,-0.03031540
2018-05-16 00:00:00.000000,2018-05-16 09:00:00.000000,9500000.00000000,9542000.00000000,9015000.00000000,9297000.00000000,1526515206097,113015017992.22574000,12218.79341156,9500000.00000000,-203000.00000000,-0.02136842
2018-05-17 00:00:00.000000,2018-05-17 09:00:00.000000,9297000.00000000,9390000.00000000,9020000.00000000,9090000.00000000,1526601605246,63909130322.47995000,6921.98679007,9297000.00000000,-207000.00000000,-0.02226525
2018-05-18 00:00:00.000000,2018-05-18 09:00:00.000000,9072000.00000000,9186000.00000000,8881000.00000000,9165000.00000000,1526688006777,53233771175.10834000,5904.08097087,9090000.00000000,75000.00000000,0.00825083
2018-05-19 00:00:00.000000,2018-05-19 09:00:00.000000,9165000.00000000,9299000.00000000,9068000.00000000,9112000.00000000,1526774404048,57548357609.80020000,6285.06750236,9165000.00000000,-53000.00000000,-0.00578287
2018-05-20 00:00:00.000000,2018-05-20 09:00:00.000000,9112000.00000000,9398000.00000000,9051000.00000000,9370000.00000000,1526860804898,45169962150.05477000,4901.03255016,9112000.00000000,258000.00000000,0.02831431
2018-05-21 00:00:00.000000,2018-05-21 09:00:00.000000,9370000.00000000,9439000.00000000,9279000.00000000,9345000.00000000,1526947189831,44399589675.22824000,4741.95012493,9370000.00000000,-25000.00000000,-0.00266809
2018-05-22 00:00:00.000000,2018-05-22 09:00:00.000000,9345000.00000000,9356000.00000000,8931000.00000000,8940000.00000000,1527033606115,45871812674.70519000,4999.60324703,9345000.00000000,-405000.00000000,-0.04333868
2018-05-23 00:00:00.000000,2018-05-23 09:00:00.000000,8940000.00000000,9020000.00000000,8433000.00000000,8483000.00000000,1527120005790,71269244524.02399000,8085.05320980,8940000.00000000,-457000.00000000,-0.05111857
2018-05-24 00:00:00.000000,2018-05-24 09:00:00.000000,8483000.00000000,8767000.00000000,8185000.00000000,8415000.00000000,1527206406397,73928834982.35529000,8771.34270455,8483000.00000000,-68000.00000000,-0.00801603
2018-05-25 00:00:00.000000,2018-05-25 09:00:00.000000,8415000.00000000,8480000.00000000,8180000.00000000,8317000.00000000,1527292804940,35876549723.33502000,4317.19540355,8415000.00000000,-98000.00000000,-0.01164587
2018-05-26 00:00:00.000000,2018-05-26 09:00:00.000000,8317000.00000000,8420000.00000000,8122000.00000000,8162000.00000000,1527379203064,25693093104.70130000,3099.59149706,8317000.00000000,-155000.00000000,-0.01863653
2018-05-27 00:00:00.000000,2018-05-27 09:00:00.000000,8162000.00000000,8216000.00000000,8040000.00000000,8182000.00000000,1527465603465,21410944206.51575000,2635.09988761,8162000.00000000,20000.00000000,0.00245038
2018-05-28 00:00:00.000000,2018-05-28 09:00:00.000000,8182000.00000000,8261000.00000000,7858000.00000000,7903000.00000000,1527552006168,47889340053.91693000,5922.32658056,8182000.00000000,-279000.00000000,-0.03409924
2018-05-29 00:00:00.000000,2018-05-29 09:00:00.000000,7903000.00000000,8360000.00000000,7813000.00000000,8299000.00000000,1527638404407,54079954310.94927000,6682.61704253,7903000.00000000,396000.00000000,0.05010755
2018-05-30 00:00:00.000000,2018-05-30 09:00:00.000000,8300000.00000000,8436000.00000000,8100000.00000000,8207000.00000000,1527724801437,56062998960.04118000,6755.11057646,8299000.00000000,-92000.00000000,-0.01108567
2018-05-31 00:00:00.000000,2018-05-31 09:00:00.000000,8198000.00000000,8375000.00000000,8110000.00000000,8282000.00000000,1527811206423,41199561908.61046000,4978.12880286,8207000.00000000,75000.00000000,0.00913854
2018-06-01 00:00:00.000000,2018-06-01 09:00:00.000000,8278000.00000000,8370000.00000000,8139000.00000000,8282000.00000000,1527897602585,30985647855.54400000,3751.37371919,8282000.00000000,0.00000000,0.00000000
2018-06-02 00:00:00.000000,2018-06-02 09:00:00.000000,8282000.00000000,8425000.00000000,8211000.00000000,8339000.00000000,1527984005184,29631281616.29864000,3557.44198334,8282000.00000000,57000.00000000,0.00688240
2018-06-03 00:00:00.000000,2018-06-03 09:00:00.000000,8338000.00000000,8443000.00000000,8297000.00000000,8419000.00000000,1528070405805,31491017081.69533000,3755.93937776,8339000.00000000,80000.00000000,0.00959348
2018-06-04 00:00:00.000000,2018-06-04 09:00:00.000000,8419000.00000000,8477000.00000000,8206000.00000000,8248000.00000000,1528156803977,30073576203.69768000,3615.54200858,8419000.00000000,-171000.00000000,-0.02031120
2018-06-05 00:00:00.000000,2018-06-05 09:00:00.000000,8241000.00000000,8400000.00000000,8130000.00000000,8360000.00000000,1528243202543,30574008152.55060000,3715.39795807,8248000.00000000,112000.00000000,0.01357905
2018-06-06 00:00:00.000000,2018-06-06 09:00:00.000000,8359000.00000000,8400000.00000000,8208000.00000000,8359000.00000000,1528329606482,27751918926.98776000,3334.03058018,8360000.00000000,-1000.00000000,-0.00011962
2018-06-07 00:00:00.000000,2018-06-07 09:00:00.000000,8358000.00000000,8490000.00000000,8330000.00000000,8375000.00000000,1528415997870,28772117046.82323000,3432.43923415,8359000.00000000,16000.00000000,0.00191410
2018-06-08 00:00:00.000000,2018-06-08 09:00:00.000000,8375000.00000000,8385000.00000000,8268000.00000000,8341000.00000000,1528502405960,22361068528.87662000,2685.93901923,8375000.00000000,-34000.00000000,-0.00405970
2018-06-09 00:00:00.000000,2018-06-09 09:00:00.000000,8341000.00000000,8370000.00000000,8205000.00000000,8233000.00000000,1528588803021,13807141637.38603000,1658.39383848,8341000.00000000,-108000.00000000,-0.01294809
2018-06-10 00:00:00.000000,2018-06-10 09:00:00.000000,8233000.00000000,8247000.00000000,7425000.00000000,7576000.00000000,1528675205979,58198185181.56478000,7445.15112262,8233000.00000000,-657000.00000000,-0.07980080
2018-06-11 00:00:00.000000,2018-06-11 09:00:00.000000,7576000.00000000,7662000.00000000,7362000.00000000,7635000.00000000,1528761605772,32342844908.58467000,4309.23098600,7576000.00000000,59000.00000000,0.00778775
2018-06-12 00:00:00.000000,2018-06-12 09:00:00.000000,7635000.00000000,7685000.00000000,7270000.00000000,7350000.00000000,1528848005793,37952946026.02549000,5044.24648135,7635000.00000000,-285000.00000000,-0.03732809
2018-06-13 00:00:00.000000,2018-06-13 09:00:00.000000,7350000.00000000,7390000.00000000,6951000.00000000,7040000.00000000,1528934404786,35453527846.16827000,4943.24050185,7350000.00000000,-310000.00000000,-0.04217687
2018-06-14 00:00:00.000000,2018-06-14 09:00:00.000000,7039000.00000000,7380000.00000000,6977000.00000000,7355000.00000000,1529020804801,46891272332.02168000,6511.94704630,7040000.00000000,315000.00000000,0.04474432
2018-06-15 00:00:00.000000,2018-06-15 09:00:00.000000,7363000.00000000,7399000.00000000,7151000.00000000,7180000.00000000,1529107200867,24092415996.67304000,3302.08916025,7355000.00000000,-175000.00000000,-0.02379334
2018-06-16 00:00:00.000000,2018-06-16 09:00:00.000000,7180000.00000000,7336000.00000000,7116000.00000000,7277000.00000000,1529193603343,14662383632.77435000,2031.22860933,7180000.00000000,97000.00000000,0.01350975
2018-06-17 00:00:00.000000,2018-06-17 09:00:00.000000,7275000.00000000,7329000.00000000,7206000.00000000,7218000.00000000,1529279998160,10927666173.81766000,1502.42292843,7277000.00000000,-59000.00000000,-0.00810774
2018-06-18 00:00:00.000000,2018-06-18 09:00:00.000000,7231000.00000000,7550000.00000000,7135000.00000000,7461000.00000000,1529366405600,22285457937.49410000,3050.85296824,7218000.00000000,243000.00000000,0.03366584
2018-06-19 00:00:00.000000,2018-06-19 09:00:00.000000,7461000.00000000,7649000.00000000,7370000.00000000,7553000.00000000,1529452796384,28804682229.34449000,3830.01250877,7461000.00000000,92000.00000000,0.01233079
2018-06-20 00:00:00.000000,2018-06-20 09:00:00.000000,7553000.00000000,7594000.00000000,7110000.00000000,7538000.00000000,1529539203584,42569533207.24383000,5808.17313215,7553000.00000000,-15000.00000000,-0.00198597
2018-06-21 00:00:00.000000,2018-06-21 09:00:00.000000,7538000.00000000,7580000.00000000,7445000.00000000,7511000.00000000,1529625604638,23106255437.47773000,3078.51433366,7538000.00000000,-27000.00000000,-0.00358185
2018-06-22 00:00:00.000000,2018-06-22 09:00:00.000000,7511000.00000000,7537000.00000000,6870000.00000000,6962000.00000000,1529712001168,49553362438.12265000,6852.56894387,7511000.00000000,-549000.00000000,-0.07309280
2018-06-23 00:00:00.000000,2018-06-23 09:00:00.000000,6965000.00000000,7100000.00000000,6845000.00000000,7030000.00000000,1529798404937,21493652923.16193000,3078.68993934,6962000.00000000,68000.00000000,0.00976731
2018-06-24 00:00:00.000000,2018-06-24 09:00:00.000000,7030000.00000000,7144000.00000000,6622000.00000000,6992000.00000000,1529884802507,36910107013.78230000,5399.26649924,7030000.00000000,-38000.00000000,-0.00540541
2018-06-25 00:00:00.000000,2018-06-25 09:00:00.000000,6985000.00000000,7129000.00000000,6861000.00000000,7036000.00000000,1529971204427,30892837730.05834000,4418.75854986,6992000.00000000,44000.00000000,0.00629291
2018-06-26 00:00:00.000000,2018-06-26 09:00:00.000000,7034000.00000000,7070000.00000000,6861000.00000000,6900000.00000000,1530057602744,21953994618.78506000,3141.53841943,7036000.00000000,-136000.00000000,-0.01932916
2018-06-27 00:00:00.000000,2018-06-27 09:00:00.000000,6894000.00000000,6970000.00000000,6830000.00000000,6925000.00000000,1530144004497,21055052322.02451000,3051.01947771,6900000.00000000,25000.00000000,0.00362319
